rank,startup,startup_logo,sr_score,description,location,
116,ivi.ru,https://files.startupranking.com/startup/thumb/5153_720330212ded0f824e2abfba2df904a7588664a0_ivi-ru_s.png,84013,"ivi.ru is a Russian online video streaming service that offers legal, license-length content.
                         -                                         ivi.ru - The largest legal online Russian cinema.  ...",Russia,
117,Jumia Eg,https://files.startupranking.com/startup/thumb/1734_7767dedd8c4888b23155e2409c34f444b96611f0_jumia-eg_s.png,83993,"Jumia Egypt The #1 online shopping in Egypt. platform specializing in electronics, fashion, home appliances and children’s items.
                         -                                         Jumia, Egypt’s most convenient online shopping mal ...",Egypt,
118,Ecwid,https://files.startupranking.com/startup/thumb/5105_ac0abfcb71e87cb99abfb83eec58ca035e359518_ecwid_s.jpg,83989,"Ecwid enables merchants to add an online store to their existing website, mobile site or social network
                         -                                         Ecwid - Free shopping cart that can be integrated  ...",Russia,
119,Klarna,https://files.startupranking.com/startup/thumb/1590_f44284a8b1521b0024dadfd24f3cec6582f737ea_klarna_s.jpg,83976,"Klarna provides e-commerce payment solutions for merchants and shoppers.
                         -                                         Klarna - We're one of the world's fastest growing  ...",Sweden,
120,TwitCasting,https://files.startupranking.com/startup/thumb/2102_7cc5c1e334c0c75eb19f8d3f1a92f1237b33c90b_twitcasting_s.jpg,83963,"Broadcast your live camera to your Twitter friends. Unlimited users and entirely in Portuguese.
                         -                                         TwitCasting is a service to let you stream live vi ...",Japan,
121,PakWheels.com,https://files.startupranking.com/startup/thumb/21559_5844ab1b221a12fd5ff64e47ef2273aef3615d4f_pakwheels-com_s.png,83914,"PakWheels.com is the leading automotive site in Pakistan and one of the largest car enthusiast communities in the world.
                         -                                         PakWheels.com is an online community of automobile ...",Pakistan,
122,YouNow,https://files.startupranking.com/startup/thumb/174_e62207ffa9ace442a8e0fed40a81dd4a549f43c9_younow_s.jpg,83893,"Democratizing Fame
                         -                                         YouNow is a place where you can discover awesome p ...",United States,
123,BitMEX,https://files.startupranking.com/startup/thumb/20633_2abad4275ef30292d04b4de7302a9c14db795485_bitmex-bitcoin-mercantile-exchange_s.png,83874,"BitMEX - Bitcoin Mercantile Exchange is where professional investors trade Bitcoin derivatives.
                         -                                         BitMEX - Bitcoin Mercantile Exchange is where prof ...",Hong Kong SAR China,
124,LiveChat,https://files.startupranking.com/startup/thumb/36303_e3921ff3b4a36dacae31f08acb50e029c9d82844_livechat_s.png,83868,"The fastest way to help your customers
                         -                                         LiveChat serves as a premium customer service plat ...",United States,
125,Crowdworks,https://files.startupranking.com/startup/thumb/2152_f0689436379bd30c0293bbc7be6e34b23eb22b88_crowdworks_s.png,83860,"The Next Generation of crowd sourcing.
                         -                                         CrowdWorks - 日本最大級のエンジニア・デザイナーのクラウドソーシングサイト「クラウドワー ...",Japan,
126,pCloud,https://files.startupranking.com/startup/thumb/25210_80968a9a75af5051647f4559c79074e040bdc925_pcloud-1_s.jpeg,83840,"pCloud is a provides cloud storage solutions for personal and business consumers.
                         -                                         pCloud - It is your Personal or Professional cloud ...",Bulgaria,
127,Slay Fitness,https://files.startupranking.com/startup/thumb/549329_d10988eb6bab6d0badcd50f4b5f163996310d9d7_slay-fitness-store_s.jpg,83810,"Weight Loss Supplements
                         -                                         The slay fitness store is the premium go to store  ...",United Kingdom,
128,Ask.fm,https://files.startupranking.com/startup/thumb/3252_ddaa0bade60694d695b0d68a213cd61abfb5e501_ask-fm_s.jpg,83805,"Ask.fm is the Q&A social network connecting and engaging people by asking questions.
                         -                                         Ask.fm - Simple conversational Q&A service.

Join  ...",Latvia,
129,Massdrop,https://files.startupranking.com/startup/thumb/1810_8d63816da9ad1046642736e564681e2162544bc7_massdrop_s.png,83793,"Community-driven commerce
                         -                                         Massdrop takes a group of people that each want to ...",United States,
130,Instapage,https://files.startupranking.com/startup/thumb/22092_e41402256aebd7d291d7c696820f79aab082a506_instapage_s.jpeg,83772,"The Most Powerful Landing Page Solution for Marketing Teams & Agencies.
                         -                                         Instapage lets marketers build and A/B test landin ...",United States,
131,All Events in City,https://files.startupranking.com/startup/thumb/34048_cd03aa1978085ed2037eebcf27f347732f37576c_all-events-in-city_s.png,83732,"Revolutionizing the Way We Discover & Share Events
                         -                                         All Events in city enables users to discover all t ...",India,
132,Kik,https://files.startupranking.com/startup/thumb/20378_ac32d122ee5b320a3239cfa2ab130046bbd7b946_kik_s.png,83680,"Kik lets you connect with friends
                         -                                         Kik is the first smartphone messenger with a built ...",Canada,
133,Practo,https://files.startupranking.com/startup/thumb/14040_0c5d584ae4409c0611ba46941661cd02f8d6d7ba_practo_s.jpg,83669,"Practo is a technology firm which enhances patient experience by revving-up clinics across India with simple, technology products.
                         -                                         Practo - We help you find the best doctors for you ...",India,
134,Arabhardware,https://files.startupranking.com/startup/thumb/16911_8c1d005aa1631d197d991c7fb37ee2bafcdbdebe_arabhardware_s.jpeg,83629,"ArabHardware is an online IT and electronics community in the Middle East.
                         -                                         Arabhardware is the largest IT community in the ME ...",Egypt,
135,ConvertKit,https://files.startupranking.com/startup/thumb/27554_c0bada2572d8560cb8ba0962e3e35669d78158e0_convertkit_s.png,83620,"Email marketing for professional bloggers.
                         -                                         Email marketing for bloggers. Turn visitors into c ...",United States,
136,PicsArt,https://files.startupranking.com/startup/thumb/10635_148e0101b28cea889e26a920fc7fab13d7d40260_picsart_s.png,83607,"PicsArt is a leading image editing app and creative community.
                         -                                         PicsArt - It is the most popular free mobile photo ...",United States,
137,Mobirise,https://files.startupranking.com/startup/thumb/24894_613300d910e808e8c8521808c1038125c156ee0f_mobirise_s.png,83602,"Create awesome mobile-friendly websites. No coding and free.
                         -                                         Mobirise - Create awesome mobile-friendly websites ...",Netherlands,
138,Trakt.tv,https://files.startupranking.com/startup/thumb/5389_fb3f157c3e94e331ec2f081b3ece700e3eb31687_trakt-tv_s.jpg,83597,"The best place for your Movies and TV Shows
                         -                                         Trakt is a TV show and movie recommendation servic ...",United States,
139,Thinkific,https://files.startupranking.com/startup/thumb/5660_9d73d191ebcafc4b8476ffe3a5e6521cf6405a37_thinkific_s.png,83575,"Online Education for Professionals
                         -                                         Thinkific is a turn-key online course platform tha ...",Canada,
140,JotForm Instant,https://files.startupranking.com/startup/thumb/6058_24c85f96d1f4ece73c863ae36c3ca3d7ac8b5731_jotform-instant_s.jpg,83559,"Pick a Form + Set Up Email = Your Form is Ready
                         -                                         JotForm Instant - Imagine picking a form from 2500 ...",United States,
141,GetYourGuide,https://files.startupranking.com/startup/thumb/3225_c444cb5433bc6215a5b1c85aa59703314ddc1215_getyourguide_s.png,83550,"GetYourGuide is a booking platform for tours and activities, offering a variety of travel experiences through their global supplier network.
                         -                                         GetYourGuide collects and categorizes all the worl ...",Switzerland,
